Creator,SwallowIDs,URLs
"Bellehumeur-Allatt, Tanya",10701; 10841, http://viaf.org/viaf/317001933; http://viaf.org/viaf/317001933
"Belli, Gioconda",13938,http://viaf.org/viaf/112838535
"Belot, Ross",13665; 9466,"http://viaf.org/viaf/26543193; https://viaf.org/viaf/26543193/#Belot,_Ross"
"Beltrán, Gina",13967,
"Belyea, Michael",10794,
"Benaim, Sabrina",10157,http://viaf.org/viaf/32150516656403441672
"Benaway, Gwen",8422,http://viaf.org/viaf/296747372
"Bendavid, Marc",12257,http://viaf.org/viaf/7910159400328619620008
"Bender, Charles",13159,http://viaf.org/viaf/18152682513823311993
"Bendiy, Anna",10296,
"Benison, C. C.",13227,http://viaf.org/viaf/56208039
"Benison, C.C.",9249,http://viaf.org/viaf/56208039
"Benjamin, Chris",11045; 11049,
"Benmergui, Ralph",10094; 13671,http://viaf.org/viaf/15162544275643310649
"Bennet, John M.",12116,http://viaf.org/viaf/248438793
"Bennett, Andrea",10461; 10477; 11121; 8287,"http://viaf.org/viaf/306379146; https://viaf.org/viaf/306379146/#Bennett,_Andrea_(Andrea_Kathleen)"
"Bennett, Roxanna",13671; 8231; 9417,http://viaf.org/viaf/308751138
"Benning, Sheri",13310; 8923,http://viaf.org/viaf/33817148
"Bentley, Nicola",11224; 11287,
"Benzie, Richard",10477,"https://viaf.org/viaf/30665432/#Benzie,_Richard"
"Beresford-Kroeger, Diana",12317,http://viaf.org/viaf/55982194
"Berg, Mary",9479,"https://viaf.org/viaf/10156988901461002017/#Berg,_Mary_(Chef)"
"Berg, Stephen T.",11837; 8409,http://viaf.org/viaf/103449626
"Bergen, David",11218; 11255; 12365; 8745; 8775; 8917; 8973; 9250; 9693,"http://viaf.org/viaf/4169586; http://viaf.org/viaf/5575152502771910800001; https://viaf.org/viaf/4169586/#Bergen,_David,_1957-...."
"Berger, Tamara Faith",13365; 8305; 8853,http://viaf.org/viaf/154147266869835482232
"Bergeron, Chris",13935,http://viaf.org/viaf/5161208964639860410
"Bergeron, Jean-Philippe",11675; 9943,http://viaf.org/viaf/106435436; http://viaf.org/viaf/5063161332357852420003
"Bergeron, Patrick",10353,http://viaf.org/viaf/194620963
"Bergman, S. Bear",10477; 10479; 10519; 10526; 11761; 13335,"http://viaf.org/viaf/26494357; https://viaf.org/viaf/26494357/#Bergman,_S._Bear,_1974-"
"Bergstrom, Brian",8286,http://viaf.org/viaf/291226794
"Bergvall, Caroline",9495,https://www.wikidata.org/w/index.php?title=Q5044980&oldid=1575948188
"Berkel, Jenny",9808,"https://viaf.org/viaf/315983359/#Berkel,_Jenny,_1986-"
"Berman, Sarah",11125; 13353,"http://viaf.org/viaf/112158790655538851237; https://viaf.org/viaf/112158790655538851237/#Berman,_Sarah"
"Bernard, Mary Louise",8906,http://viaf.org/viaf/42153713828058662350
"Bernbaum, Joel",12310,http://viaf.org/viaf/33164959307624021014
"Bernhardt, Darren",12299,http://viaf.org/viaf/106676213
"Bernier-Cormier, Dominique",8248; 8671,http://viaf.org/viaf/1149233222476510025
"Bernstein, Charles",10146,http://viaf.org/viaf/106505739
"Berry, David",9007; 9479,"http://viaf.org/viaf/52157701705844221805; https://viaf.org/viaf/52157701705844221805/#Berry,_David_(David_M.),_1984-"
"Berry, Hannah",13796; 13820,
"Berry, Michelle",9489,"https://viaf.org/viaf/9154591/#Berry,_Michelle,_1968-"
"Bertelli, Mariella",10391,"http://viaf.org/viaf/52942501/#Bertelli,_Mariella,_1951-"
"Bertin, Kris",9979,http://viaf.org/viaf/94144782707718390122
"Bertram, Lillian Yvonne",13618,http://viaf.org/viaf/215968846
"Bertrand, Nahka",13151,http://viaf.org/viaf/1161028685623740313
"Besel, Donna",12444,http://viaf.org/viaf/4153893629602291209
"Besner, Neil",12302,http://viaf.org/viaf/114960528
"Besora, Max",13359,http://viaf.org/viaf/107461110
"Best, Ashley-Elizabeth",10279; 11327; 9538,http://viaf.org/viaf/77145003285061301443
"Best, Laura",10614,http://viaf.org/viaf/249670476
"Betasamosake Simpson, Leanne",8902; 8906; 9378,http://viaf.org/viaf/102794966
"Betcherman, Michael",10376,"http://viaf.org/viaf/254986285/#Betcherman,_Michael"
"Betts, Amanda",10296; 11219; 11220; 11288,"http://viaf.org/viaf/315590855; https://viaf.org/viaf/315590855/#Betts,_Amanda,_1978-"
"Bey, Marquis",10141,http://viaf.org/viaf/24154257827624150287
"Beyer, Pamela",8228,
"Bezmogis, David",8927,http://viaf.org/viaf/118810895
"Bezmozgis, David",12788; 13028,http://viaf.org/viaf/118810895
"Bhagwani, Hemant",10477; 10525,
"Bhandar, Serena",8616,
"Bhandari, Aparita",10477; 12509; 12617; 12672; 12701; 12931; 13014; 13023; 13373,
"Bhaneja, Raoul",8835,
"Bhat, Kiran",8852,https://www.wikidata.org/wiki/Q108014090
"Bhat, Shashi",10284; 11954; 11956; 8668; 9449; 9870,http://viaf.org/viaf/224459659
"Bhathena, Tanaz",13431; 9658,"http://viaf.org/viaf/14150030528710960662; https://viaf.org/viaf/14150030528710960662/#Bhathena,_Tanaz"
"Bhattacharya, Tithi",10098,http://viaf.org/viaf/19967563
"Bhattarai, Narayan",11665,
"Bickel, Barbara",9040, http://viaf.org/viaf/105587736
"Bickersteth, Bertrand",10049; 11488; 11491; 13437; 13658; 9125; 9129; 9242; 9586,http://viaf.org/viaf/16156675129833581408
"Bidinosti, Anita",8327,
"Bienvenu, Sophie",11000,"https://viaf.org/viaf/56928183/#Bienvenu,_Sophie,_1980-...."
"Bige, Tawahum",11848; 13547; 13773; 13804; 9124; 9824,"http://viaf.org/viaf/16164114530710050372; https://viaf.org/viaf/16164114530710050372/#Bige,_Tawahum"
"Bige, Tawahum Justin Peter",10585,
"Bijlani, Diksha",8931,
"Bilchik, Nadia",11334,"https://viaf.org/viaf/61306795/#Bilchik,_Nadia"
Bill Stephen,11379,"https://viaf.org/viaf/275722699/#Bill,_Stephen"
Billie the Kid,13720; 13799,
"Billingham, Mark",8747,http://viaf.org/viaf/938046
"Bilodeau, Eve",8248,http://viaf.org/viaf/6159397592119302948
"Bin Hassan, Umar",8967,http://viaf.org/viaf/279799543
"Bin, Matthew",9467; 9474,
"Bird, Alex",9272,
"Bird, Brandi",10974,
"Bird, Lawrence",12328,http://viaf.org/viaf/251144782703967104522
"Bird, Lindsay",12416,http://viaf.org/viaf/32155224410884371446
"Bird-Wilson, Lisa",10868; 10930; 11300; 12989; 13057; 13058,"http://viaf.org/viaf/171172595; https://viaf.org/viaf/171172595/#Bird-Wilson,_Lisa"
"Birdsell-Bauer, Louise",12674,http://viaf.org/viaf/3100154867598660100000
"Birmingham, Elizabeth",8882,
"Birnie, Sheldon",12409,http://viaf.org/viaf/48960617
"Birrell, Dave",11403,"https://viaf.org/viaf/46106162/#Birrell,_Dave,_1944-"
"Bisaillon, Josée",11424,http://viaf.org/viaf/121082755
"Bishop, Jennifer Dawn",13060,
"Bishop, Mary Harelkin",10813,http://viaf.org/viaf/51041374
"Bishop, Shaelin",10233,
"Biskin, Karen",12882; 12883; 12884; 12891; 12900; 12902,
"Bissett Perea, Jessica",10902,http://viaf.org/viaf/53159518044032770966
"Bissett, Bill",11969,"https://viaf.org/viaf/96127023/#Bissett,_Bill,_1939-...."
"Bitek, Otoniya J Okot",8337,http://viaf.org/viaf/106062348
"Bitek, Otoniya Juliane Okot",11673; 8715,http://viaf.org/viaf/106062348
"Bittner, Robert",8463,http://viaf.org/viaf/2868149068571865730003
"Black, Barbara",8377; 8605,http://viaf.org/viaf/7160907090012691200; http://viaf.org/viaf/76530573
"Black, Peter",12792; 12818,
"Blackburn, Kaiya Smith",8498,
"Blackman, Jeff",8151,"http://viaf.org/viaf/79147663153760552964/#Verboom,_Andy"
"Blackmore, Amy",13957,
"Blackwood, Clara",9686,http://viaf.org/viaf/71078993
"Blain, Cicely Belle",10411; 11488; 8452; 9162; 9376; 9958,"http://viaf.org/viaf/5158488667311732381; http://viaf.org/viaf/5158488667311732381/#Blain,_Cicely_Belle,_1993-"
"Blain, Janice",9067,
"Blain, Keisha N.",8556,http://viaf.org/viaf/1491145857144722922677
"Blair, Hannah",8226,
"Blair, Keisha",12727,http://viaf.org/viaf/25165322975716022645
"Blais, Marie-Claire",10389,"http://viaf.org/viaf/79020626/#Blais,_Marie-Claire,_1939-2021"
"Blake, Becky",10301; 11988,http://viaf.org/viaf/38154981745667741435
"Blanchard, Barry",10243,http://viaf.org/viaf/311580471
"Blanchard, Elizabeth",8269,http://viaf.org/viaf/10157701588844220559
"Blanchard, Jim",12349,http://viaf.org/viaf/18845725
"Blanco, Samï",11878,"https://viaf.org/viaf/35156809407845120748/#Blanco,_Sami"
"Bland, Jared",13292; 8537; 8905; 8906,http://viaf.org/viaf/168711022
"Blizzard, Gloria",13907; 13914,http://viaf.org/viaf/120554470
"Blodgett, E. D.",12321,http://viaf.org/viaf/9859160667906603560000
"Blomer, Yvonne",10739; 10969; 10973; 11893; 13464; 13469; 13533; 13539; 8374; 8377; 8414; 8573; 9120,"http://viaf.org/viaf/9277372; https://viaf.org/viaf/9277372/#Blomer,_Yvonne"
"Blondin, River",13831,
"Bloom, Myra",12805,
"Blum, Hadas",11105,http://viaf.org/viaf/51164419128820232417
"Blume, Carlie",10757,"https://viaf.org/viaf/120163510654210932431/#Blume,_Carlie"
"Blume, Judy",11333; 12461,"http://viaf.org/viaf/111750191; https://viaf.org/viaf/111750191/#Blume,_Judy."
"Blunt, Giles",9016,http://viaf.org/viaf/79514077
"Blythe, Ali",13664; 9941,http://viaf.org/viaf/315590781
"Boan, Selena",10966,
"Boan, Selina",11963; 12348; 13495; 13557; 13624; 9417; 9818; 9903,http://viaf.org/viaf/39161028872023741132
"Bobker, Danielle",12819; 13025; 9445; 9499, http://viaf.org/viaf/1127159474077927660378; http://viaf.org/viaf/1127159474077927660378
"Boccaletti, Giulio",13345,http://viaf.org/viaf/73542349
"Bociurkiw, Marusya",10359; 8450,"http://viaf.org/viaf/39262678; http://viaf.org/viaf/39262678/#Bociurkiw,_Marusya,_1958-...."
"Bock, Dennis",9559,http://viaf.org/viaf/67616651
"Boczkowski, Pablo",13970,http://viaf.org/viaf/5173262
"Boden, Andrew",10906,"https://viaf.org/viaf/17151431617456302671/#Boden,_Andrew"
"Bodger, Holly",9363,http://viaf.org/viaf/309824729
"Boehm, Heige S.",8655,http://viaf.org/viaf/13155189884082130174
"Boesveld, Sarah",12570; 13006,
"Bogard, Judith",13905,
"Bohigian, Amy",8578,http://viaf.org/viaf/12157159871378791764
"Boileau, Lou",8452,
"Boisjoli, Jean",11000,"https://viaf.org/viaf/106263143/#Boisjoli,_Jean"
"Boissoneau, Darrell",12284; 12463,
"Boisvert, MP",10339; 13959; 8598,"http://viaf.org/viaf/39150030520110960918; http://viaf.org/viaf/39150030520110960918/#Boisvert,_MP,_1987-"
"Boix Carcia, Marifé",13974,
"Bolduc, Denise",7937,http://viaf.org/viaf/146161272137047442057
"Bolduc, Mo",12823,http://viaf.org/viaf/24149233537276512399
"Bole, Michael",13889,http://viaf.org/viaf/161997901
"Bollier, David.",10098,http://viaf.org/viaf/110695726
"Bolongaro, Kait",12668,
"Bolster, Stephanie",8601,http://viaf.org/viaf/48840389
"Bombardier, Cooper Lee",10749; 10750; 10764,http://viaf.org/viaf/21147423024544881110
"Bonaparte, Jordan",10259,
"Bongco Philipzig, Mila",9479,
"Boni, Tanella",13982,http://viaf.org/viaf/44321230
"Bonneau, Tracey Kim",8710,
"Book, Shane",13654,http://viaf.org/viaf/106777909
"Boom Boom, Bianca",10540,
"Boon, Sonja",13908; 13913; 8572,http://viaf.org/viaf/170846356
"Booth, Denise",8431; 8730,http://viaf.org/viaf/311692633
"Boothby, Ian",8665,http://viaf.org/viaf/107475334
"Bopp, Columpa",8663,http://viaf.org/viaf/26155409625408740548
"Bordeleau, Virginia Pésémapéo",13401,http://viaf.org/viaf/52020206
"Borel, Michelle",11528,http://viaf.org/viaf/347159234634503372307
"Borin, Tara",10341; 13471; 13490,"http://viaf.org/viaf/292155103932376200515; http://viaf.org/viaf/292155103932376200515/#Borin,_Tara"
"Boschman, Leanne",8394; 8699,http://viaf.org/viaf/102849952
"Boschman, Robert",10816,http://viaf.org/viaf/26550731
"Bosco, Monique",13982,http://viaf.org/viaf/6004216
"Bose, Chris",8696,http://viaf.org/viaf/101530696
"Bose, Rana",7964; 8256,http://viaf.org/viaf/36241052
"Bossé, Paul",10386,http://viaf.org/viaf/2698515
"Boteju, Tanya",11254; 11777; 12656; 8632,"http://viaf.org/viaf/78153288330032651940; https://viaf.org/viaf/78153288330032651940/#Boteju,_Tanya"
"Boteyu, Tanja",10377,
"Botha, Danie",13187; 13189; 13191; 13193; 13195; 13197; 13199; 13201; 13203; 13205; 13207; 13210; 13213; 13273,http://viaf.org/viaf/12619741
"Botha, Danila",10042; 9015,http://viaf.org/viaf/103449748
"Bottomley, Jim",13462,http://viaf.org/viaf/13665137
"Boucher, Fiorella",13169; 13930,http://viaf.org/viaf/17162544222243310480
"Boucher, Marianne",12714,http://viaf.org/viaf/26156809402645120463
"Boucher, Norm",9153; 9157,http://viaf.org/viaf/12158259482102302720
"Boudel Tan, Eddy",10016; 11168,"http://viaf.org/viaf/44157467897522321340/#Boudel_Tan,_Eddy,_1983-; https://viaf.org/viaf/44157467897522321340/#Boudel_Tan,_Eddy,_1983-"
"Boulerice, Simon",10366; 9334,http://viaf.org/viaf/102804754
"Boulley, Angeline",10377,"http://viaf.org/viaf/32159105712406402827/#Boulley,_Angeline."
"Bourgeois, Ronald",12038,http://viaf.org/viaf/32195736
"Bourne, Shakirah",9977,http://viaf.org/viaf/8159234710803372593
"Bourque, Crystal",10281,http://viaf.org/viaf/309838672
"Bourque, Noel",10328,
"Bourque, Sharon",10977,
"Bourrie, Mark",9679,http://viaf.org/viaf/23873522
"Bouvier, Rita",13049; 13058,http://viaf.org/viaf/53494333
"Bouvier, Rita E.",9909,http://viaf.org/viaf/53494333
"Bow, Erin",11279; 11640; 11958; 8888,http://viaf.org/viaf/100696035; http://viaf.org/viaf/26764163
"Bowden, Angela",10793,http://viaf.org/viaf/16160544422809980548
"Bowden, Mark",8963,http://viaf.org/viaf/88081766
"Bowen, Gail",10852; 13276; 9649,http://viaf.org/viaf/10953194
"Bowen, Kelly",12320,http://viaf.org/viaf/317118104
"Bowen, Leah Simone",10323,http://viaf.org/viaf/29153713716858660050
"Bowen, Liz",8227,http://viaf.org/viaf/44150380439513370875
"Bower, Annette",10658,
"Bowering, George",11847; 9141,"http://viaf.org/viaf/34469976; https://viaf.org/viaf/34469976/#Bowering,_George,_1935-"
"Bowers, Cedar",10330; 11124; 11291,"http://viaf.org/viaf/4160604704416121534; https://viaf.org/viaf/4160604704416121534/#Bowers,_Cedar"
"Bowes, Barbara",12464,http://viaf.org/viaf/106029725
"Bowes, Matt",12425,
"Bowler, Kate",12404,http://viaf.org/viaf/268247622
"Bowles,  Vickery",12667,
"Bowles, Vickery",12739,
"Bowman, Arlene",13639,http://viaf.org/viaf/70985881
"Bowman, Norah",11935,http://viaf.org/viaf/56367533
"Boyagoda, Randy",10477; 11651; 13343; 13354; 8759; 8844; 9957,"http://viaf.org/viaf/81697350; http://viaf.org/viaf/81697350/#Boyagoda,_Randy,_1976-....; https://viaf.org/viaf/81697350/#Boyagoda,_Randy,_1976-...."
"Boychuk, Jenny",8953,http://viaf.org/viaf/19162365804625461581
"Boyd, Debbie",13317,
"Boyd, Marian Grace",9279,
"Boyle, Frances",10754; 13520; 13667; 13895; 8273; 9250; 9684,"http://viaf.org/viaf/311456985; https://viaf.org/viaf/311456985/#Boyle,_Frances,_1954-"
"Bracken, Sue",12119,http://viaf.org/viaf/192152138605010981842
"Bradasch, Robin",11116,
"Bradbury, Laura",9261,http://viaf.org/viaf/18155343962006312215
"Bradette, Marie-Ève",13128,
"Bradford, D.M.",13961,http://viaf.org/viaf/27162178699807850274
"Bradford, David",10289; 11502; 11536; 11538; 11870; 12690; 13946; 13990, http://viaf.org/viaf/27162178699807850274; http://viaf.org/viaf/27162178699807850274
"Bradley, Brian",8440, http://viaf.org/viaf/13157882981560442668
"Bradley, Cayenne",10240,
"Bradley, Gavin",9932; 9992,http://viaf.org/viaf/28163936163600831228
"Bradley, Helen Chau",8469; 8476; 8502; 8523; 8543; 8561; 8595,
"Bradley, Shaun",13294,
"Braem, Meg",9034; 9429,http://viaf.org/viaf/305192558
"Bragg, Mary Lee",9127; 9940,http://viaf.org/viaf/104308842; http://viaf.org/viaf/38640097
"Braid, Alison",10139,
"Braid, Kate",11824; 8576,http://viaf.org/viaf/23712869
"Braidek, Carla",10829,http://viaf.org/viaf/44034079
"Braley, Susan",11608,http://viaf.org/viaf/15166596671317591387
"Bramble, Fiona",8681,
"Bramer, Shannon",8304,http://viaf.org/viaf/78122658
"Brandon, Chris",11236,
"Brandt, Di",11037; 12973,"http://viaf.org/viaf/8566613; https://viaf.org/viaf/8566613/#Brandt,_Di,_1952-...."
"Brandt, Gerald",12305,http://viaf.org/viaf/159146094234700331515
"Branković, Antonia",8172,
"Brannagan Frederiksen, Melanie",11027,
"Brar, Moni",9071,
"Brask, Per",11532,http://viaf.org/viaf/12382194
"Braund, Susanna",8579,http://viaf.org/viaf/66507735
"Bray, Mark",10098,http://viaf.org/viaf/110029105
"Brayne, Sarah",13018,http://viaf.org/viaf/3130151656232908400008
"Brecken, Sue",9721,
"Breit, Nicole",10721; 13453,"http://viaf.org/viaf/250135180; https://viaf.org/viaf/250135180/#Breit,_Nicole,_1973-"
"Brent, Stephen",12669,
"Brett, Brian",13544; 8667,http://viaf.org/viaf/48179899
"Brewer, Nic",10477; 11529,"http://viaf.org/viaf/14162606619149532838; https://viaf.org/viaf/14162606619149532838/#Brewer,_Nic"
"Bridges, Switch",8238,https://versefest.ca/year/2020/poet/?id=482
"Bridgman, Rae",13266,http://viaf.org/viaf/69100588
"Brierley, Jane",13920,http://viaf.org/viaf/32714814
"Briesmaster, Allan",13542; 8384; 9685,http://viaf.org/viaf/41331582
"Brill, Emily",8227,
Britta B,13870,
"Brock, Teddie",12769,
"Brockobić, Erin",10323,
"Brockwell, Stephen",7913; 7914; 8156,http://viaf.org/viaf/63353484
"Brodoff, Ami Sands",11793; 12882; 13657,"http://viaf.org/viaf/51093005; https://viaf.org/viaf/51093005/#Brodoff,_Ami_Sands"
"Brody, Jessica",13461,http://viaf.org/viaf/26531852
"Broeckaert, Logan",11531,
"Brookes, Paul",12095,"https://viaf.org/viaf/29058850/#Brookes,_Paul,_1951-"
"Brooks, Kelsey Nichole",8188,
"Brooks, Russell",10018; 9840,"http://viaf.org/viaf/93472805/#Brooks,_Russell"
"Broom, Sarah",12510,http://viaf.org/viaf/44155707008222410304
"Brooman, Sydney Warner",11125; 11589; 8316,"http://viaf.org/viaf/13162420640032252099; https://viaf.org/viaf/13162420640032252099/#Brooman,_Sydney_Warner"
"Broomer, Stephen",9833; 9836,"http://viaf.org/viaf/317096415/#Broomer,_Stephen"
"Brossard, Nicole",10085; 10151; 7918,http://viaf.org/viaf/7387642
"Brouwer, Sigmund",11402; 11420,http://viaf.org/viaf/715830
"Brown, Andy",12425,http://viaf.org/viaf/7638176
"Brown, David",13500,
"Brown, Drew",10382,
"Brown, Hannah",13907,
"Brown, Hannah (Helen)",10298; 10302,http://viaf.org/viaf/14156372278307541009
"Brown, Janie",11226; 8746,"http://viaf.org/viaf/30157340781009922923; https://viaf.org/viaf/30157340781009922923/#Brown,_Janie_(Nurse)"
"Brown, Jay Alexander",8177,
"Brown, Jeffrey",12932,
"Brown, Jen",10538,
"Brown, Karma",10201,http://viaf.org/viaf/635154381145630292926
"Brown, Michelle Poirier",8667,
"Brown, Natasha",13023,http://viaf.org/viaf/196153061257119200704
"Brown, Nathan",10147,http://viaf.org/viaf/1380162669348055500008
"Brown, Ra'anaa",11537,
"Brown, Ron",12666,http://viaf.org/viaf/18489625
"Brown, Simon",12092; 13922; 8243,http://viaf.org/viaf/317005525
"Browne, Catherine",12724,
"Browning, Sommer",12103,http://viaf.org/viaf/17152864027304820901
"Brownlie, Jarvis",12405,
"Bruce, Katherine",10477,
"Brullemans, Pascal",8956,http://viaf.org/viaf/100988197
"Brulé, Ana",8225,
"Bruneau, Carol",8800,http://viaf.org/viaf/107786777
"Bruneau, Carole",10778,http://viaf.org/viaf/107786777
"Brunette, Alison",12698,
"Brunette-Debassige, Candace",8310,
"Brunning, Sarah",8226,
"Bruno Lobo, Marcia",9565,
"Bruno, Franklin",12102,http://viaf.org/viaf/19401630
"Brunton, Ruby",8227,
"Bryan, Ali",10377; 10858; 9060,"http://viaf.org/viaf/305933747; http://viaf.org/viaf/305933747/#Bryan,_Ali,_1978-"
"Bryan, Jay",10528,
"Bryan, Marie",9674,
"Bryant, Susan",11308,
"Bryce, Herb",11891,
"Brydges, David",11555; 11567; 9722," http://viaf.org/viaf/33484102; https://viaf.org/viaf/33484102/#Brydges,_David,_19..-...."
"Brydges, David C.",10255,
"Brydges, David Clayson",9732,http://viaf.org/viaf/102818903
"Buchanan, Rowan Hisayo",9435,http://viaf.org/viaf/175148207904400342304
"Buck, Wilfred",13120,http://viaf.org/viaf/8154257787724150553
"Buckna, Pat",11829; 11836; 11880; 11883,http://viaf.org/viaf/642160667591803560009
"Bucsis, Anastasia",12307,https://www.wikidata.org/wiki/Q1971455
"Buis, Susan",8671,http://viaf.org/viaf/88538597
"Bulckaert, Jay",11861; 11863,"https://viaf.org/viaf/21165392395521251122/#Bulckaert,_Jay"
"Bulger, Terrilee",13293,
"Bull, Julie",13279; 13284,
"Bumstead, Michael",9253,
"Bunch, Adam",10462; 12708,"http://viaf.org/viaf/74149841896702841849; http://viaf.org/viaf/74149841896702841849/#Bunch,_Adam"
"Burashko, Andrew",8797,http://viaf.org/viaf/46392313
"Burdick, Alice",13671,http://viaf.org/viaf/53816699
"Burdman, Raphael",10065,http://viaf.org/viaf/48161451460764101354
"Burelle, Julie",13138; 13139,http://viaf.org/viaf/42153288342032652165
"Burgess, Kayt",9276,http://viaf.org/viaf/305192505
